"Id Estoque";"Contratante";"Tipo Equipamento";"Modelo";"Número de Série";"Patrimônio";"Versão de Software";"Quantidade";"Situação Estoque";"Prestador de Serviços";"Técnico";"Data de Retirada EC";"Último Cliente";"Data Ultima OM";"Reciclado";"Kit Modelo";"DOA";"DOA Aging";"BAD Aging";"Prestador Aging";"Técnico Aging";"OM - Data Recebimento";"Cod. Cliente";"Cliente";"Setor";"Triagem Defeito Constatado";"OM - Última Recebida";"New Good";"Demanda";"Última OS";"OS - Data Atendimento";"Limpeza Técnica";"Data Modificação";"Localização";"Data de Entrega ao Técnico";"AGE";"Triagem - Solução";"Prestador Responsável"
"2587963";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274806";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587965";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274814";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587966";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274818";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587968";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274826";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587969";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274831";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587971";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274837";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587954";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274767";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587955";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274771";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587956";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274773";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587958";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274781";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587959";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274786";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587960";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274791";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587938";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274694";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587940";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274709";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587941";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274713";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587944";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274725";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587945";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274728";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587953";"TON";"GPRS-WIFI";"Link 2500";="191796913111127330274762";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"5c91f3095ab483383be3143e";"Aline Gaspar Fortes Pereira";"";"";"";"";"";"";"";"NÃO";"27/03/2020 00:00:00";"";"";"";"";""
"2587930";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274548";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587931";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274563";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587932";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274652";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587934";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274663";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587935";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274673";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587937";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274689";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587922";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274433";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587923";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274453";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587926";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274503";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587927";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274522";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587928";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274526";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587929";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274539";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587916";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274130";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587917";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274140";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587918";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274205";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587919";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274267";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587920";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274320";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587921";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274407";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587908";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330272629";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587910";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330272863";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587911";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330273325";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587913";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330273621";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587914";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330273659";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587915";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330274095";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587901";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271036";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587902";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271040";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587903";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271050";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587904";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271059";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587905";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271541";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587906";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330272168";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587895";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271001";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587896";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271004";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587897";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271009";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587898";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271013";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587899";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271017";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587900";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330271032";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587887";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270957";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587889";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270965";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587891";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270974";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587892";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270982";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587893";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270987";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587894";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270996";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587880";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270928";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587881";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270933";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587882";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270937";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587883";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270942";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587884";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270945";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587886";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270954";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587871";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270879";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587873";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270892";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587875";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270901";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587876";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270911";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587878";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270918";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587879";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270923";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587863";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270837";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587864";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270842";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587865";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270848";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587866";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270851";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587869";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270869";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587870";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270874";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587855";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270798";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587856";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270802";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587857";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270806";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587858";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270816";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587860";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270825";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587862";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270833";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587849";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270773";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587850";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270774";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587851";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270779";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587852";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270785";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587853";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270789";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587854";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270793";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587842";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270734";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"03/02/2020 00:00:00";"";"";"";"";""
"2587843";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270744";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587844";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270751";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587845";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270760";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
"2587846";"STONE MEI";"GPRS-WIFI";"Link 2500";="191796913111127330270763";"";"";"1";"GOOD";"CD FLASH COURIER";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"28/01/2020 00:00:00";"";"";"";"";""
